action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,355985,17731816,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)[C@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccc(CN)cc1,,,CHEMBL3886459,,2016,,CHEMBL3965996,,CHEMBL3965996,,0,http://www.openphacts.org/units/Nanomolar,2855970,>,37,1,>,,IC50,nM,,1000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,1000.0
,355986,17731817,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(C[C@@H](N)C(=O)N[C@@H](Cc2ccc(Cl)c(Cl)c2)C(=O)NCc2ccc(CN)cc2)cc1,,,CHEMBL3886459,,2016,"{'bei': '9.99', 'le': '0.20', 'lle': '1.67', 'sei': '4.55'}",CHEMBL3918639,,CHEMBL3918639,5.43,0,http://www.openphacts.org/units/Nanomolar,2855975,=,37,1,=,,IC50,nM,,3700.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,3700.0
,355987,17731818,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(C[C@@H](NS(=O)(=O)c2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccc(CN)cc2)cc1,,,CHEMBL3886459,,2016,"{'bei': '9.20', 'le': '0.18', 'lle': '2.18', 'sei': '4.05'}",CHEMBL3960146,,CHEMBL3960146,5.66,0,http://www.openphacts.org/units/Nanomolar,2855976,=,37,1,=,,IC50,nM,,2200.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,2200.0
,355988,17731819,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(CC(=O)CNN(C(=O)CC)[C@@H](Cc2ccc(Cl)c(Cl)c2)C(=O)NCc2ccc(CN)cc2)cc1,,,CHEMBL3886459,,2016,"{'bei': '8.86', 'le': '0.18', 'lle': '0.68', 'sei': '4.67'}",CHEMBL3957646,,CHEMBL3957646,5.31,0,http://www.openphacts.org/units/Nanomolar,2855977,=,37,1,=,,IC50,nM,,4900.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,4900.0
,355989,17731820,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(C[C@@H](NCC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccc(CN)cc2)cc1,,,CHEMBL3886459,,2016,,CHEMBL3974980,,CHEMBL3974980,,0,http://www.openphacts.org/units/Nanomolar,2855978,>,37,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
,355990,17731821,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,NCc1ccc(CNC(=O)[C@H](Cc2ccc(Cl)c(Cl)c2)NC(=O)[C@H](N)Cc2ccc(C(F)(F)F)cc2)cc1,,,CHEMBL3886459,,2016,"{'bei': '10.21', 'le': '0.21', 'lle': '1.42', 'sei': '5.26'}",CHEMBL3933918,,CHEMBL3933918,5.80,0,http://www.openphacts.org/units/Nanomolar,2855979,=,37,1,=,,IC50,nM,,1600.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,1600.0
,355991,17731822,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)CN([C@H](CC(N)=O)c1ccc(C(F)(F)F)cc1)[C@@H](Cc1ccc(Cl)c(Cl)c1)C(=O)NCc1ccc(CN)cc1,,,CHEMBL3886459,,2016,,CHEMBL3959923,,CHEMBL3959923,,0,http://www.openphacts.org/units/Nanomolar,2855980,>,37,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
,355992,17731823,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,NCc1ccc(CNC(=O)[C@H](Cc2ccc(Cl)c(Cl)c2)NC(=O)[C@H](N)CC2CCCCC2)cc1,,,CHEMBL3886459,,2016,"{'bei': '10.75', 'le': '0.22', 'lle': '1.34', 'sei': '4.93'}",CHEMBL3931095,,CHEMBL3931095,5.43,0,http://www.openphacts.org/units/Nanomolar,2855981,=,37,1,=,,IC50,nM,,3700.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,3700.0
,355993,17731824,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,NCc1ccc(CNC(=O)[C@H](Cc2ccc(Cl)c(Cl)c2)N(CCC(N)=O)CC(=O)CC2CCCCC2)cc1,,,CHEMBL3886459,,2016,"{'bei': '8.90', 'le': '0.18', 'lle': '0.60', 'sei': '4.22'}",CHEMBL3952562,,CHEMBL3952562,5.00,0,http://www.openphacts.org/units/Nanomolar,2855982,=,37,1,=,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
,355994,17731825,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](NC(=O)c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccc(CN)cc1,,,CHEMBL3886459,,2016,"{'bei': '10.94', 'le': '0.20', 'lle': '2.71', 'sei': '4.43'}",CHEMBL3949685,,CHEMBL3949685,5.02,0,http://www.openphacts.org/units/Nanomolar,2855983,=,37,1,=,,IC50,nM,,9600.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,9600.0
,355995,17731826,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(CC(=O)CNN(C(=O)CC)[C@@H](Cc2ccccc2)C(=O)NCc2ccc(CN)c(Cl)c2)cc1,,,CHEMBL3886459,,2016,"{'bei': '9.29', 'le': '0.18', 'lle': '1.27', 'sei': '4.62'}",CHEMBL3954041,,CHEMBL3954041,5.25,0,http://www.openphacts.org/units/Nanomolar,2855984,=,37,1,=,,IC50,nM,,5600.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,5600.0
,355996,17731827,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(CC(=O)CNN(C(=O)CC)[C@@H](Cc2ccccc2)C(=O)N(C)Cc2ccc(CN)cc2)cc1,,,CHEMBL3886459,,2016,,CHEMBL3906092,,CHEMBL3906092,,0,http://www.openphacts.org/units/Nanomolar,2855985,>,37,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
,355997,17731828,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(C[C@@H](N)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)NCc2ccc(CN)cc2)cc1,,,CHEMBL3886459,,2016,"{'bei': '10.64', 'le': '0.20', 'lle': '2.40', 'sei': '4.70'}",CHEMBL3938425,,CHEMBL3938425,5.20,0,http://www.openphacts.org/units/Nanomolar,2855986,=,37,1,=,,IC50,nM,,6300.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,6300.0
,355998,17731829,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(CC(=O)CNCCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)NCc2ccc(CN)cc2)cc1,,,CHEMBL3886459,,2016,,CHEMBL3967973,,CHEMBL3967973,,0,http://www.openphacts.org/units/Nanomolar,2855987,>,37,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
,355999,17731830,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(C[C@@H](NC)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccc(CN)cc2)cc1,,,CHEMBL3886459,,2016,"{'bei': '11.05', 'le': '0.20', 'lle': '2.68', 'sei': '5.12'}",CHEMBL3943822,,CHEMBL3943822,5.40,0,http://www.openphacts.org/units/Nanomolar,2855988,=,37,1,=,,IC50,nM,,4000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,4000.0
,356000,17731831,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@@H](NCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccc(CN)cc1,,,CHEMBL3886459,,2016,,CHEMBL3976494,,CHEMBL3976494,,0,http://www.openphacts.org/units/Nanomolar,2855989,>,37,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
,356001,17731832,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(CC(=O)O)[C@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccc(CN)cc1,,,CHEMBL3886459,,2016,,CHEMBL3960087,,CHEMBL3960087,,0,http://www.openphacts.org/units/Nanomolar,2855990,>,37,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
,356002,17731833,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)[C@@H](CC1CCCCC1)NCC(=O)O)[C@@H](Cc1ccccc1)C(=O)NCc1ccc(CN)cc1,,,CHEMBL3886459,,2016,,CHEMBL3891007,,CHEMBL3891007,,0,http://www.openphacts.org/units/Nanomolar,2855991,>,37,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
,356003,17731834,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(C[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccc(CN)cc2)N(C)C(=O)CC)cc1,,,CHEMBL3886459,,2016,"{'bei': '9.21', 'le': '0.17', 'lle': '1.65', 'sei': '4.41'}",CHEMBL3892833,,CHEMBL3892833,5.02,0,http://www.openphacts.org/units/Nanomolar,2855992,=,37,1,=,,IC50,nM,,9600.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,9600.0
,356004,17731835,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(CC(=O)CNCCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)NCc2ccc(CN)c(F)c2)cc1,,,CHEMBL3886459,,2016,,CHEMBL3939046,,CHEMBL3939046,,0,http://www.openphacts.org/units/Nanomolar,2855993,>,37,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
,356005,17731836,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccc(CN)cc1,,,CHEMBL3886459,,2016,,CHEMBL3901799,,CHEMBL3901799,,0,http://www.openphacts.org/units/Nanomolar,2855994,>,37,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
,356006,17731837,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)[C@@H](CC1CCCCC1)NCC(=O)O)[C@@H](Cc1ccccc1)C(=O)NCc1ccc(CN)c(F)c1,,,CHEMBL3886459,,2016,"{'bei': '9.71', 'le': '0.18', 'lle': '2.13', 'sei': '4.10'}",CHEMBL3911957,,CHEMBL3911957,5.11,0,http://www.openphacts.org/units/Nanomolar,2855995,=,37,1,=,,IC50,nM,,7700.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,7700.0
,356007,17731838,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCCN[C@H](Cc1ccc(OCC)cc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCc1ccc(CN)cc1,,,CHEMBL3886459,,2016,,CHEMBL3906511,,CHEMBL3906511,,0,http://www.openphacts.org/units/Nanomolar,2855996,>,37,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
,356008,17731839,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccc(CN)cc1)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC1CCCCC1)NCC(=O)O,,,CHEMBL3886459,,2016,,CHEMBL3920607,,CHEMBL3920607,,0,http://www.openphacts.org/units/Nanomolar,2855997,>,37,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
,356009,17731840,[],CHEMBL3887813,"In Vitro Inhibition Assay: KLK1 inhibitory activity in vitro was determined using standard published methods (see e.g. Johansen et al., Int. J. Tiss. Reac. 1986, 8, 185; Shori et al., Biochem. Pharmacol., 1992, 43, 1209; Stürzebecher et al., Biol. Chem. Hoppe-Seyler, 1992, 373, 1025). Human KLK1 (Callbiochem) was incubated at 37° C. with the fluorogenic substrate H-DVal-Leu-Arg-AFC and various concentrations of the test compound. Residual enzyme activity (initial rate of reaction) was determined by measuring the change in optical absorbance at 410 nm and the IC50 value for the test compound was determined.",B,,,BAO_0000190,BAO_0000357,single protein format,CCCN[C@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccc(CN)cc1,,,CHEMBL3886459,,2016,,CHEMBL3985122,,CHEMBL3985122,,0,http://www.openphacts.org/units/Nanomolar,2855998,>,37,1,>,,IC50,nM,,10000.0,CHEMBL2319,Homo sapiens,Kallikrein 1,9606,,,IC50,nM,UO_0000065,,10000.0
