action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2320447,[],CHEMBL1006751,Inhibition of trypsin-induced elevation in PAI1 production in HUVEC by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1146428,J Nat Prod,1997,,CHEMBL485818,BAICALIN,CHEMBL485818,,0,http://www.openphacts.org/units/Nanomolar,737778,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,1000.0
,,2320448,[],CHEMBL1006751,Inhibition of trypsin-induced elevation in PAI1 production in HUVEC by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1146428,J Nat Prod,1997,,CHEMBL16171,WOGONIN,CHEMBL16171,,0,http://www.openphacts.org/units/Nanomolar,737779,=,1,1,=,,IC50,nM,,105000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,105.0
,,2320449,[],CHEMBL1006751,Inhibition of trypsin-induced elevation in PAI1 production in HUVEC by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1c(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1146428,J Nat Prod,1997,,CHEMBL464732,,CHEMBL464732,,0,http://www.openphacts.org/units/Nanomolar,737780,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,1000.0
,,2320450,[],CHEMBL1006751,Inhibition of trypsin-induced elevation in PAI1 production in HUVEC by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,,,CHEMBL1146428,J Nat Prod,1997,"{'bei': '14.83', 'le': '0.27', 'lle': '1.33', 'sei': '5.27'}",CHEMBL183513,OROXYLIN A,CHEMBL183513,4.21,0,http://www.openphacts.org/units/Nanomolar,737781,=,1,1,=,,IC50,nM,,61000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,61.0
,,2320451,[],CHEMBL1006751,Inhibition of trypsin-induced elevation in PAI1 production in HUVEC by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(O)c1-c1cc(=O)c2c(O)c(OC)c(OC)c(OC)c2o1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1146428,J Nat Prod,1997,,CHEMBL465561,SKULLCAPFLAVONE II,CHEMBL465561,,0,http://www.openphacts.org/units/Nanomolar,737811,=,1,1,=,,IC50,nM,,110000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,110.0
,,2320452,[],CHEMBL1006751,Inhibition of trypsin-induced elevation in PAI1 production in HUVEC by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1c(O)ccc(O)c1-c1cc(=O)c2c(O)cc(O)c(OC)c2o1,,,CHEMBL1146428,J Nat Prod,1997,"{'bei': '11.71', 'le': '0.22', 'lle': '1.76', 'sei': '3.13'}",CHEMBL465771,,CHEMBL465771,4.06,0,http://www.openphacts.org/units/Nanomolar,737812,=,1,1,=,,IC50,nM,,88000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,88.0
,,2320453,[],CHEMBL1006751,Inhibition of trypsin-induced elevation in PAI1 production in HUVEC by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1C[C@@H](c2c(O)cccc2O)Oc2cc(O)cc(O)c21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1146428,J Nat Prod,1997,,CHEMBL465691,,CHEMBL465691,,0,http://www.openphacts.org/units/Nanomolar,737813,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,1000.0
,,2321437,[],CHEMBL1006751,Inhibition of trypsin-induced elevation in PAI1 production in HUVEC by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1c2c(O)cc(O)cc2O[C@H](c2c(O)cccc2O)[C@H]1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1146428,J Nat Prod,1997,,CHEMBL465772,,CHEMBL465772,,0,http://www.openphacts.org/units/Nanomolar,737814,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,1000.0
,,2382066,[],CHEMBL1008035,Inhibition of human pancreatic trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CN(C)C(=O)/C(C#N)=C(\Nc1cccc2c(Cl)c[nH]c12)N[C@H]1CCCCN(CC(=O)N2CCCC2)C1=O,,,CHEMBL1140212,J Med Chem,2008,"{'bei': '11.37', 'le': '0.22', 'lle': '3.33', 'sei': '4.80'}",CHEMBL515520,,CHEMBL515520,5.98,0,http://www.openphacts.org/units/Nanomolar,802583,=,1,1,=,,IC50,nM,,1043.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,nM,UO_0000065,,1043.0
,,2382067,[],CHEMBL1008035,Inhibition of human pancreatic trypsin,B,,,BAO_0000190,BAO_0000224,protein format,N#CC(C#N)=C(Nc1cccc2c(Cl)c[nH]c12)N[C@H]1CCCCN(CC(=O)N2CCCC2)C1=O,,,CHEMBL1140212,J Med Chem,2008,"{'bei': '10.35', 'le': '0.20', 'lle': '1.88', 'sei': '3.88'}",CHEMBL457702,,CHEMBL457702,4.97,0,http://www.openphacts.org/units/Nanomolar,802491,=,1,1,=,,IC50,nM,,10813.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,nM,UO_0000065,,10813.0
,,3273195,[],CHEMBL1111073,Inhibition of human trypsin after 10 mins by chromogenic assay,B,,,BAO_0000190,BAO_0000224,protein format,O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1,,,CHEMBL1157901,J Med Chem,2010,,CHEMBL1095032,LETAXABAN,CHEMBL1095032,,0,http://www.openphacts.org/units/Nanomolar,911510,>,1,1,>,,IC50,nM,,60000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,nM,UO_0000065,,60000.0
,,3591373,[],CHEMBL1290979,Inhibition of human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C[C@@H]1NC(=O)[C@@H](C2CCCCC2)NC(=O)[C@H](c2ccccc2)CCCCc2[nH]c3ccc(Cl)cc3c2CNC1=O,,,CHEMBL1287717,Bioorg Med Chem Lett,2010,"{'bei': '9.31', 'le': '0.18', 'lle': '-0.90', 'sei': '5.47'}",CHEMBL1288927,,CHEMBL1288927,5.64,0,http://www.openphacts.org/units/Nanomolar,974154,=,1,1,=,,IC50,nM,,2310.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.31
,,3591375,[],CHEMBL1290979,Inhibition of human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C[C@@H]1NC(=O)[C@@H](C2CCCCC2)NC(=O)CCCCCc2[nH]c3ccc(Cl)cc3c2CNC1=O,,,CHEMBL1287717,Bioorg Med Chem Lett,2010,"{'bei': '9.45', 'le': '0.18', 'lle': '-0.15', 'sei': '4.85'}",CHEMBL1290179,,CHEMBL1290179,5.00,0,http://www.openphacts.org/units/Nanomolar,975662,=,1,1,=,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.0
,,3591377,[],CHEMBL1290979,Inhibition of human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C[C@@H]1NC(=O)[C@@H](C2CCCCC2)NC(=O)[C@H](c2ccccc2)C/C=C/Cc2[nH]c3ccc(Cl)cc3c2CNC1=O,,,CHEMBL1287717,Bioorg Med Chem Lett,2010,"{'bei': '10.92', 'le': '0.21', 'lle': '0.27', 'sei': '6.39'}",CHEMBL1288926,,CHEMBL1288926,6.58,0,http://www.openphacts.org/units/Nanomolar,974153,=,1,1,=,,IC50,nM,,260.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,0.26
,,3591379,[],CHEMBL1290979,Inhibition of human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,C=CCc1[nH]c2ccc(Cl)cc2c1CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)[C@@H](CC=C)c1ccccc1)C1CCCCC1,,,CHEMBL1287717,Bioorg Med Chem Lett,2010,"{'bei': '10.77', 'le': '0.21', 'lle': '-0.32', 'sei': '6.59'}",CHEMBL1288925,,CHEMBL1288925,6.80,0,http://www.openphacts.org/units/Nanomolar,974152,=,1,1,=,,IC50,nM,,160.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,0.16
,,3591381,[],CHEMBL1290979,Inhibition of human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,C=CCCC(=O)N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NCc1c(CC=C)[nH]c2ccc(Cl)cc12)C1CCCCC1,,,CHEMBL1287717,Bioorg Med Chem Lett,2010,"{'bei': '10.20', 'le': '0.20', 'lle': '-0.07', 'sei': '5.49'}",CHEMBL1290074,,CHEMBL1290074,5.66,0,http://www.openphacts.org/units/Nanomolar,975532,=,1,1,=,,IC50,nM,,2170.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.17
,,3591383,[],CHEMBL1290979,Inhibition of human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C[C@@H]1NC(=O)[C@@H](C2CCCCC2)NS(=O)(=O)CCCCCc2[nH]c3ccc(Cl)cc3c2CNC1=O,,,CHEMBL1287717,Bioorg Med Chem Lett,2010,"{'bei': '9.93', 'le': '0.20', 'lle': '1.05', 'sei': '4.67'}",CHEMBL1289978,,CHEMBL1289978,5.61,0,http://www.openphacts.org/units/Nanomolar,975405,=,1,1,=,,IC50,nM,,2430.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.43
,,3591385,[],CHEMBL1290979,Inhibition of human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C[C@@H]1NC(=O)[C@@H](C2CCCCC2)NS(=O)(=O)CC/C=C/Cc2[nH]c3ccc(Cl)cc3c2CNC1=O,,,CHEMBL1287717,Bioorg Med Chem Lett,2010,"{'bei': '9.89', 'le': '0.20', 'lle': '1.23', 'sei': '4.64'}",CHEMBL1289860,,CHEMBL1289860,5.57,0,http://www.openphacts.org/units/Nanomolar,975269,=,1,1,=,,IC50,nM,,2690.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.69
,,3591387,[],CHEMBL1290979,Inhibition of human trypsin,B,,,BAO_0000190,BAO_0000224,protein format,C=CCCS(=O)(=O)N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NCc1c(CC=C)[nH]c2ccc(Cl)cc12)C1CCCCC1,,,CHEMBL1287717,Bioorg Med Chem Lett,2010,"{'bei': '10.04', 'le': '0.20', 'lle': '0.80', 'sei': '4.94'}",CHEMBL1289753,,CHEMBL1289753,5.94,0,http://www.openphacts.org/units/Nanomolar,975137,=,1,1,=,,IC50,nM,,1160.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,1.16
,,6227629,[],CHEMBL1786236,Inhibition of human trypsin using hilyte fuor 488-labeled casein as substrate after 30 mins by green protease fluorometric assay,B,,,BAO_0000190,BAO_0000224,protein format,C[C@]1(O)CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](COC(=O)/C=C/c4ccccc4)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1781925,J Nat Prod,2011,,CHEMBL1782499,,CHEMBL1782499,,0,http://www.openphacts.org/units/Nanomolar,1427007,>,1,1,>,,IC50,nM,,200000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,200.0
,,6227630,[],CHEMBL1786236,Inhibition of human trypsin using hilyte fuor 488-labeled casein as substrate after 30 mins by green protease fluorometric assay,B,,,BAO_0000190,BAO_0000224,protein format,C[C@]1(O[C@@H]2O[C@H](COC(=O)/C=C/c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](COC(=O)/C=C/c4ccccc4)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1781925,J Nat Prod,2011,,CHEMBL1782500,,CHEMBL1782500,,0,http://www.openphacts.org/units/Nanomolar,1427008,>,1,1,>,,IC50,nM,,200000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,200.0
,,6227631,[],CHEMBL1786236,Inhibition of human trypsin using hilyte fuor 488-labeled casein as substrate after 30 mins by green protease fluorometric assay,B,,,BAO_0000190,BAO_0000224,protein format,C/C(=C\CO)CC/C=C(\C)C(=O)OC/C=C(\C)CC/C=C(\C)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1781925,J Nat Prod,2011,,CHEMBL1782501,,CHEMBL1782501,,0,http://www.openphacts.org/units/Nanomolar,1427009,>,1,1,>,,IC50,nM,,200000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,200.0
,Not Determined,6227632,[],CHEMBL1786236,Inhibition of human trypsin using hilyte fuor 488-labeled casein as substrate after 30 mins by green protease fluorometric assay,B,,,BAO_0000190,BAO_0000224,protein format,CC(=O)OC/C=C(\C)CC/C=C(\C)C(=O)OC/C=C(\C)CC/C=C(\C)C(=O)O,,,CHEMBL1781925,J Nat Prod,2011,,CHEMBL1782502,,CHEMBL1782502,,0,,1427010,,1,0,,,IC50,,,,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,,,,
,,6227633,[],CHEMBL1786236,Inhibition of human trypsin using hilyte fuor 488-labeled casein as substrate after 30 mins by green protease fluorometric assay,B,,,BAO_0000190,BAO_0000224,protein format,C[C@]1(OC(=O)/C=C/c2ccccc2)CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1781925,J Nat Prod,2011,,CHEMBL1782503,,CHEMBL1782503,,0,http://www.openphacts.org/units/Nanomolar,1427011,>,1,1,>,,IC50,nM,,200000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,200.0
,,12598158,[],CHEMBL3069621,Inhibition of trypsin (unknown origin) using BApNA as substrate incubated for 15 min prior to substrate addition measured after 30 min by UV/VIS spectrophotometric analysis,B,,,BAO_0000190,BAO_0000224,protein format,O=S(=O)(F)Cc1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3045620,Med Chem Res,2013,,CHEMBL190503,PHENYLMETHYLSULFONYLFLUORIDE,CHEMBL190503,,0,http://www.openphacts.org/units/Nanomolar,1838733,=,1,1,=,,IC50,nM,,110000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,mM,UO_0000065,,0.11
,,12598159,[],CHEMBL3069621,Inhibition of trypsin (unknown origin) using BApNA as substrate incubated for 15 min prior to substrate addition measured after 30 min by UV/VIS spectrophotometric analysis,B,,,BAO_0000190,BAO_0000224,protein format,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,,CHEMBL3045620,Med Chem Res,2013,"{'bei': '15.62', 'le': '0.29', 'lle': '2.73', 'sei': '3.59'}",CHEMBL50,QUERCETIN,CHEMBL50,4.72,0,http://www.openphacts.org/units/Nanomolar,1838734,=,1,1,=,,IC50,nM,,19000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,mM,UO_0000065,,0.019
,,12598160,[],CHEMBL3069621,Inhibition of trypsin (unknown origin) using BApNA as substrate incubated for 15 min prior to substrate addition measured after 30 min by UV/VIS spectrophotometric analysis,B,,,BAO_0000190,BAO_0000224,protein format,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,,,CHEMBL3045620,Med Chem Res,2013,"{'bei': '7.86', 'le': '0.15', 'lle': '6.49', 'sei': '1.78'}",CHEMBL226335,RUTIN,CHEMBL226335,4.80,0,http://www.openphacts.org/units/Nanomolar,1838735,=,1,1,=,,IC50,nM,,16000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,mM,UO_0000065,,0.016
,,12671859,[],CHEMBL2342480,Inhibition of Trypsin (unknown origin) using H-D-CHA -Ala-Arg-AMC.2AcOH substrate incubated for 15 mins prior to substrate addition measured for 2 hrs,B,,,BAO_0000190,BAO_0000224,protein format,C/C=C1\NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](COS(=O)(=O)[O-])OC)C(C)C)[C@@H](C)OC(=O)[C@H]([C@H](C)CC)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)N2C(=O)[C@H](CC[C@H]2O)NC1=O.[Na+],,,CHEMBL2331221,J Med Chem,2013,,CHEMBL2338554,Symplostatin 5,CHEMBL2365255,,0,http://www.openphacts.org/units/Nanomolar,1874009,>,1,1,<,,IC50,nM,,10000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,pIC50,,UO_0000065,,5.0
,,13314498,[],CHEMBL2390296,Inhibition of trypsin (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,CC(=O)O[C@@H]1CC[C@@H]2C[C@H](C(N)=O)N(C(=O)[C@@H](Cc3ccc(O)cc3)NC(=O)[C@@H](O)Cc3ccc(O)cc3)[C@@H]2C1,,,CHEMBL2384987,J Nat Prod,2013,"{'bei': '7.84', 'le': '0.15', 'lle': '3.42', 'sei': '2.42'}",CHEMBL2011690,,CHEMBL2011690,4.34,0,http://www.openphacts.org/units/Nanomolar,1896124,=,1,1,=,,IC50,nM,,45500.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,45.5
,,13316649,[],CHEMBL2388469,Inhibition of trypsin (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,N=C(N)NCCCCNC(=O)[C@@H]1C[C@@H]2CC[C@@H](O)C[C@@H]2N1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](O)Cc1ccc(O)cc1,,,CHEMBL2384948,J Nat Prod,2013,,CHEMBL2386692,,CHEMBL2386692,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1897155,=,1,1,=,,IC50,ug.mL-1,,0.5,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,ug ml-1,UO_0000274,,0.5
,,13316650,[],CHEMBL2388469,Inhibition of trypsin (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,CC[C@H](C)[C@@H](NC(=O)[C@@H](O)Cc1ccc(O)c(Cl)c1)C(=O)N1[C@H](C(=O)NCCCCNC(=N)N)C[C@@H]2CC[C@@H](O)C[C@@H]21,,,CHEMBL2384948,J Nat Prod,2013,"{'bei': '9.12', 'le': '0.18', 'lle': '4.56', 'sei': '2.76'}",CHEMBL2386691,,CHEMBL2386691,5.55,0,http://www.openphacts.org/units/Nanomolar,1897154,=,1,1,=,,IC50,nM,,2800.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,2.8
,,13316651,[],CHEMBL2388469,Inhibition of trypsin (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C[C@@H](NC(=O)[C@H](O)Cc1ccc(O)c(Br)c1)C(=O)N1[C@H](C(=O)NCCCCNC(=N)N)C[C@@H]2CC[C@@H](O)C[C@@H]21,,,CHEMBL2384948,J Nat Prod,2013,"{'bei': '8.24', 'le': '0.18', 'lle': '4.29', 'sei': '2.68'}",CHEMBL2386693,,CHEMBL2386693,5.39,0,http://www.openphacts.org/units/Nanomolar,1897156,=,1,1,=,,IC50,nM,,4100.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,4.1
,,13316652,[],CHEMBL2388469,Inhibition of trypsin (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C[C@@H](NC(=O)[C@H](O)Cc1ccc(O)c(Cl)c1)C(=O)N1[C@H](C(=O)NCCCCNC(=N)N)C[C@@H]2CC[C@@H](O)C[C@@H]21,,,CHEMBL2384948,J Nat Prod,2013,"{'bei': '8.81', 'le': '0.17', 'lle': '4.38', 'sei': '2.67'}",CHEMBL2386694,,CHEMBL2386694,5.37,0,http://www.openphacts.org/units/Nanomolar,1897157,=,1,1,=,,IC50,nM,,4300.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,4.3
,,13377436,[],CHEMBL2406862,Inhibition of trypsin (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,CCOC(=O)c1ccc(NC(=S)NC(=O)c2ccc(Cl)c(Cl)c2)cc1,,,CHEMBL2401704,J Med Chem,2013,,CHEMBL2402107,,CHEMBL2402107,,0,http://www.openphacts.org/units/Nanomolar,1905012,>,1,1,>,,IC50,nM,,50000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,50.0
,,13377437,[],CHEMBL2406862,Inhibition of trypsin (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,CS(=O)(=O)c1sc(C(=O)NC(=S)Nc2ccc(OC(F)(F)F)cc2)c2ccccc12,,,CHEMBL2401704,J Med Chem,2013,,CHEMBL2402106,,CHEMBL2402106,,0,http://www.openphacts.org/units/Nanomolar,1905011,>,1,1,>,,IC50,nM,,50000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,50.0
,,13377438,[],CHEMBL2406862,Inhibition of trypsin (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,O=C(Nc1ccc(Cl)cc1)Nc1csc(-c2ccc(C(F)(F)F)cc2)n1,,,CHEMBL2401704,J Med Chem,2013,,CHEMBL2402103,,CHEMBL2402103,,0,http://www.openphacts.org/units/Nanomolar,1905008,>,1,1,>,,IC50,nM,,50000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,50.0
,,13377439,[],CHEMBL2406862,Inhibition of trypsin (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,Cn1nc(C(F)(F)F)cc1-c1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)s1,,,CHEMBL2401704,J Med Chem,2013,,CHEMBL2402102,,CHEMBL2402102,,0,http://www.openphacts.org/units/Nanomolar,1905007,>,1,1,>,,IC50,nM,,50000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,50.0
,,13421370,[],CHEMBL2421094,Inhibition of human trypsin using chromozyme-TRY as substrate after 3 mins,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(-c2ccc(C(=O)N[C@H](CO)C(C)(C)C)cc2C(=O)O)c(C(=O)Nc2cccc(C(N)=O)c2)n1,,,CHEMBL2417432,Bioorg Med Chem Lett,2013,,CHEMBL2417910,,CHEMBL2417910,,0,http://www.openphacts.org/units/Nanomolar,1913560,>,1,1,>,,IC50,nM,,33000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,33.0
,,13421371,[],CHEMBL2421094,Inhibition of human trypsin using chromozyme-TRY as substrate after 3 mins,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3nc(N)[nH]c3c2)n1,,,CHEMBL2417432,Bioorg Med Chem Lett,2013,,CHEMBL2417909,,CHEMBL2417909,,0,http://www.openphacts.org/units/Nanomolar,1913559,>,1,1,>,,IC50,nM,,33000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,33.0
,,13421372,[],CHEMBL2421094,Inhibition of human trypsin using chromozyme-TRY as substrate after 3 mins,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(-c2ccc(C(=O)N[C@H](CO)C(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3nc(N)[nH]c3c2)n1,,,CHEMBL2417432,Bioorg Med Chem Lett,2013,,CHEMBL2417908,,CHEMBL2417908,,0,http://www.openphacts.org/units/Nanomolar,1913558,>,1,1,>,,IC50,nM,,33000.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,33.0
,,13421373,[],CHEMBL2421094,Inhibition of human trypsin using chromozyme-TRY as substrate after 3 mins,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,,,CHEMBL2417432,Bioorg Med Chem Lett,2013,"{'bei': '9.41', 'le': '0.17', 'lle': '0.36', 'sei': '3.17'}",CHEMBL2417907,,CHEMBL2417907,4.97,0,http://www.openphacts.org/units/Nanomolar,1913557,=,1,1,=,,IC50,nM,,10800.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,10.8
,,13421374,[],CHEMBL2421094,Inhibition of human trypsin using chromozyme-TRY as substrate after 3 mins,B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(-c2ccc(C(=O)N[C@H](CO)C(C)(C)C)cc2C(=O)O)c(C(=O)Nc2ccc3c(N)nccc3c2)n1,,,CHEMBL2417432,Bioorg Med Chem Lett,2013,"{'bei': '9.15', 'le': '0.17', 'lle': '1.13', 'sei': '2.89'}",CHEMBL2417906,,CHEMBL2417906,5.10,0,http://www.openphacts.org/units/Nanomolar,1913556,=,1,1,=,,IC50,nM,,7900.0,CHEMBL2095204,Homo sapiens,Trypsin,9606,,,IC50,uM,UO_0000065,,7.9
